image,page,label,color,xmin,ymin,xmax,ymax,text,id
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.8514,0.4059,0.9819,0.4304,EMU POINT,zYXTEkozrLdV
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.3347,0.4201,0.7278,0.4652,from ANDO to main land .,dI1bBESuqcV4
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2569,0.4639,0.9708,0.5155,THIRD PRONG . To take wireless station and Lighthouse,bq8Ie5zcG5xp
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2708,0.5103,0.9417,0.5606,Initial stages Cut off and destroy power station between,6wZOhmfaEyyV
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2833,0.5554,0.8986,0.6031,"PANDAR - ANDO - REINE this place ,",EOHQpkjHHh1m
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2708,0.5979,0.7306,0.6482,and junction line of oil refineries etc .,wkwjXPrI2MBu
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2708,0.6327,0.9708,0.6856,AT WIRELESS STATION . LIGHTHOUSE complete surprise,DcUonC6PoHeA
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.0431,0.6405,0.1986,0.6881,RESISTANCE :,t9PBDtPRk2wB
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2708,0.6804,0.9542,0.7281,GERMANS AT REINE not aware SLIGHT resistance,B5oa5EfnGMvV
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2778,0.7152,0.9167,0.7655,at Summ . AGES OF ENEMY 16 to 45 .,E0Kw2vTXBvqs
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2708,0.7513,0.9347,0.808,QUISLING . FRIGHTENED . ONE ESCAPED CAPTURED,Z5caV393Bif0
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2861,0.7977,0.7847,0.8492,CHEST HIGH IN FREEZING WATER,WKzbgFZsVSFa
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2778,0.8363,0.8875,0.8969,POPULATION Took us for Germans the Americans,yKvImD79FjX7
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2778,0.8814,0.825,0.9369,overjoyed at BRITISH . IRISH troop .,PynSIK6dg0H0
/tmp/gradio/a5e3b0735b24a175ed788c08c2bf56cf45af9e897b37becef8570467df007b2a/Difficult handwritten note.jpg,1,Redaction,"(0, 0, 0)",0.2819,0.9278,0.5944,0.9755,Description of Norwegian,52ERIQYldYUc
